study_id,project_name,study_phase,protocol_version,designation,variant_id,operator,family,stratum,edits,exec_overrides,assigned_class,detecting_protocols,human_auditor,edit_matches_label (yes/no),class_plausible (yes/no),notes
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-02eb4e0b90,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Ca_HVA.channel.nml"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""0.209per_ms"", ""new"": ""0.26125per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""neuroConstruct/generatedNeuroML2/Ca_HVA.channel.nml"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""0.94per_ms"", ""new"": ""1.175per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},6_silent_under_canonical,P05_long_step,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-52af1c4a01,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/SK_E2.channel.nml"", ""locator"": ""/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z']/q10Settings[1]"", ""attribute"": null, ""old"": null, ""new"": ""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""2\""/>"", ""action"": ""insert"", ""note"": ""scale_gate_time_constant""}]",{},4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-373705d436,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml"", ""locator"": ""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"", ""attribute"": ""midpoint"", ""old"": ""-90mV"", ""new"": ""-95mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-831ea54a80,shift_gate_midpoint,kinetics,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/NaTa_t.channel.nml"", ""locator"": ""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-66mV"", ""new"": ""-76mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}, {""file"": ""neuroConstruct/generatedNeuroML2/NaTa_t.channel.nml"", ""locator"": ""/neuroml[@id='NaTa_t']/ionChannel[@id='NaTa_t']/gate[@id='h']/reverseRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-66mV"", ""new"": ""-76mV"", ""action"": ""set"", ""note"": ""shift_gate_midpoint""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_slope-2599d25adf,scale_gate_slope,kinetics,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Ca_LVAst.channel.nml"", ""locator"": ""/neuroml[@id='Ca_LVAst']/ionChannel[@id='Ca_LVAst']/gate[@id='h']/steadyState[1]"", ""attribute"": ""scale"", ""old"": ""-6.4mV"", ""new"": ""-5.12mV"", ""action"": ""set"", ""note"": ""scale_gate_slope""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_forward_rate_midpoint-484491b9f3,shift_forward_rate_midpoint,kinetics,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Ih.channel.nml"", ""locator"": ""/neuroml[@id='Ih']/ionChannel[@id='Ih']/gate[@id='m']/forwardRate[1]"", ""attribute"": ""midpoint"", ""old"": ""-154.9mV"", ""new"": ""-149.9mV"", ""action"": ""set"", ""note"": ""shift_forward_rate_midpoint""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-increase_dt-81e3dc25ff,increase_dt,numerical,numerical_robustness,"[{""file"": ""neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml"", ""locator"": ""/Lems[1]/Component[@id='sim1']"", ""attribute"": ""step"", ""old"": ""0.0025ms"", ""new"": ""0.01ms"", ""action"": ""set"", ""note"": ""increase_dt""}]","{""dt_factor"": 4}",6_silent_under_canonical,P04_step_2x;P05_long_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-solver_config-e526354a57,solver_config,numerical,numerical_robustness,"[{""file"": ""neuroConstruct/generatedNeuroML2/LEMS_L5bPyrCellHayEtAl2011_LowDt.xml"", ""locator"": ""/Lems[1]/Component[@id='sim1']/Meta[1]"", ""attribute"": null, ""old"": null, ""new"": ""<Meta xmlns=\""http://www.neuroml.org/lems/0.7.2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" for=\""jlems\"" method=\""eulertree\""/>"", ""action"": ""insert"", ""note"": ""solver_config""}]","{""integrator_method"": ""eulertree""}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-recording_resolution-fb013c45fa,recording_resolution,numerical,numerical_robustness,[],"{""sample_every_ms"": 0.05}",4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_channel-36578b9f51,wrong_channel,reference,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"", ""attribute"": ""ionChannel"", ""old"": ""Ca_LVAst"", ""new"": ""pas"", ""action"": ""set"", ""note"": ""wrong_channel""}]",{},2_non_executable,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-omit_include-6ba9e96842,omit_include,reference,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllCML']/include[2]"", ""attribute"": null, ""old"": ""<include xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" href=\""Ca_LVAst.channel.nml\""/>"", ""new"": null, ""action"": ""remove"", ""note"": ""omit_include""}]",{},1_structurally_invalid,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-duplicate_conductance-596d29cbb4,duplicate_conductance,reference,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='NaTa_t_all_dup']"", ""attribute"": null, ""old"": null, ""new"": ""<channelDensity xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" condDensity=\""300.0 mS_per_cm2\"" id=\""NaTa_t_all_dup\"" ionChannel=\""NaTa_t\"" ion=\""na\"" erev=\""50.0 mV\""/>"", ""action"": ""insert"", ""note"": ""duplicate_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_compatible_component-51b1ad6cb5,wrong_compatible_component,reference,primary_semantic,"[{""file"": ""neuroConstruct/generatedNeuroML2/Soma_AllCML.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllCML']/cell[@id='Soma_AllCML']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='SK_E2_all']"", ""attribute"": ""ionChannel"", ""old"": ""SK_E2"", ""new"": ""SKv3_1"", ""action"": ""set"", ""note"": ""wrong_compatible_component""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-e5620ee307,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"", ""attribute"": ""condDensity"", ""old"": ""1.72 mS_per_cm2"", ""new"": ""1.548 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P06_ramp,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-2956a62118,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensityNernst[@id='Ca_LVAst_all']"", ""attribute"": ""condDensity"", ""old"": ""3.43 mS_per_cm2"", ""new"": ""3.087 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},6_silent_under_canonical,P04_step_2x,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-cb77f4c0e2,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"", ""attribute"": ""condDensity"", ""old"": ""0.2 mS_per_cm2"", ""new"": ""0.1 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},3_numerically_unstable,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-fb2a987fb5,scale_conductance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"", ""attribute"": ""condDensity"", ""old"": ""0.2 mS_per_cm2"", ""new"": ""0.4 mS_per_cm2"", ""action"": ""set"", ""note"": ""scale_conductance""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-bf26901f8d,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='K_Tst_all']"", ""attribute"": ""erev"", ""old"": ""-85.0 mV"", ""new"": ""-83.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-80f63ef063,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"", ""attribute"": ""erev"", ""old"": ""50.0 mV"", ""new"": ""52.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},4_equivalent_within_tested_domain,,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-2407231390,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Ih_all']"", ""attribute"": ""erev"", ""old"": ""-45.0 mV"", ""new"": ""-55.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-192b2f0278,shift_reversal,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/channelDensity[@id='Nap_Et2_all']"", ""attribute"": ""erev"", ""old"": ""50.0 mV"", ""new"": ""60.0 mV"", ""action"": ""set"", ""note"": ""shift_reversal""}]",{},5_non_equivalent,P00_canonical;P06_ramp,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_capacitance-b2a3d4e3f2,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.8 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P04_step_2x;P05_long_step;P06_ramp,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_capacitance-7648f6033e,scale_capacitance,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Soma_AllNML2.cell.nml"", ""locator"": ""/neuroml[@id='Soma_AllNML2']/cell[@id='Soma_AllNML2']/biophysicalProperties[@id='biophys']/membraneProperties[1]/specificCapacitance[1]"", ""attribute"": ""value"", ""old"": ""1.0 uF_per_cm2"", ""new"": ""0.5 uF_per_cm2"", ""action"": ""set"", ""note"": ""scale_capacitance""}]",{},5_non_equivalent,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-de97b02e71,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/Ca_HVA.channel.nml"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/forwardRate[1]"", ""attribute"": ""rate"", ""old"": ""0.209per_ms"", ""new"": ""0.26125per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}, {""file"": ""NMC/NeuroML2/Ca_HVA.channel.nml"", ""locator"": ""/neuroml[@id='Ca_HVA']/ionChannel[@id='Ca_HVA']/gate[@id='m']/reverseRate[1]"", ""attribute"": ""rate"", ""old"": ""0.94per_ms"", ""new"": ""1.175per_ms"", ""action"": ""set"", ""note"": ""scale_gate_time_constant""}]",{},6_silent_under_canonical,P05_long_step,,,,
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-cbe90ab040,scale_gate_time_constant,biophysical,primary_semantic,"[{""file"": ""NMC/NeuroML2/SK_E2.channel.nml"", ""locator"": ""/neuroml[@id='SK_E2']/ionChannel[@id='SK_E2']/gate[@id='z']/q10Settings[1]"", ""attribute"": null, ""old"": null, ""new"": ""<q10Settings xmlns=\""http://www.neuroml.org/schema/neuroml2\"" xmlns:xsi=\""http://www.w3.org/2001/XMLSchema-instance\"" type=\""q10Fixed\"" fixedQ10=\""0.5\""/>"", ""action"": ""insert"", ""note"": ""scale_gate_time_constant""}]",{},4_equivalent_within_tested_domain,,,,,
