study_id,project_name,study_phase,protocol_version,designation,variant_id,model_id,stratum,operator,primary_class,primary_admissible,primary_detecting_protocols,secondary_reproducible,secondary_features,secondary_detects_primary_miss,canonical_secondary_only
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-e5620ee307,bbp2015_soma,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P06_ramp,P00_canonical:first_isi;P00_canonical:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-2956a62118,bbp2015_soma,primary_semantic,scale_conductance,6_silent_under_canonical,True,P04_step_2x,P00_canonical:first_isi,first_isi,False,True
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-cb77f4c0e2,bbp2015_soma,primary_semantic,scale_conductance,3_numerically_unstable,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-fb2a987fb5,bbp2015_soma,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P00_canonical:first_isi;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P05_long_step:first_isi;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,baseline_voltage;first_isi;maximum_voltage;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-bf26901f8d,bbp2015_soma,primary_semantic,shift_reversal,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-80f63ef063,bbp2015_soma,primary_semantic,shift_reversal,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-2407231390,bbp2015_soma,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P05_long_step:first_isi;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P08_rebound:maximum_voltage,baseline_voltage;first_isi;maximum_voltage;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-192b2f0278,bbp2015_soma,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P06_ramp,P00_canonical:first_isi,first_isi,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_capacitance-b2a3d4e3f2,bbp2015_soma,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:minimum_voltage,first_isi;mean_frequency;minimum_voltage,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_capacitance-7648f6033e,bbp2015_soma,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P06_ramp:mean_frequency;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio;P08_rebound:maximum_voltage,first_isi;maximum_voltage;mean_frequency;minimum_voltage;sag_ratio,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-de97b02e71,bbp2015_soma,primary_semantic,scale_gate_time_constant,6_silent_under_canonical,True,P05_long_step,P05_long_step:first_isi,first_isi,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_time_constant-cbe90ab040,bbp2015_soma,primary_semantic,scale_gate_time_constant,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-10216538ab,bbp2015_soma,primary_semantic,shift_gate_midpoint,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P00_canonical:first_isi;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P05_long_step:first_isi;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,baseline_voltage;first_isi;maximum_voltage;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_gate_midpoint-4ee962add0,bbp2015_soma,primary_semantic,shift_gate_midpoint,5_non_equivalent,True,P00_canonical;P05_long_step,P00_canonical:first_isi;P05_long_step:first_isi;P05_long_step:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_gate_slope-039828a4db,bbp2015_soma,primary_semantic,scale_gate_slope,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P05_long_step:first_isi;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:sag_ratio,baseline_voltage;first_isi;minimum_voltage;sag_ratio;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_forward_rate_midpoint-0fe6e40b23,bbp2015_soma,primary_semantic,shift_forward_rate_midpoint,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-increase_dt-914f391273,bbp2015_soma,numerical_robustness,increase_dt,3_numerically_unstable,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-solver_config-c16c7918b3,bbp2015_soma,numerical_robustness,solver_config,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-recording_resolution-5c2e433168,bbp2015_soma,numerical_robustness,recording_resolution,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_channel-50038e889a,bbp2015_soma,primary_semantic,wrong_channel,2_non_executable,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-omit_include-a2a862ad74,bbp2015_soma,primary_semantic,omit_include,1_structurally_invalid,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-duplicate_conductance-c2b1b10511,bbp2015_soma,primary_semantic,duplicate_conductance,5_non_equivalent,True,P00_canonical;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P06_ramp:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-wrong_compatible_component-fb7ebc795f,bbp2015_soma,primary_semantic,wrong_compatible_component,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P06_ramp,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-89a2bcadaa,traub2005_testseg2,primary_semantic,scale_conductance,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-c01f990b60,traub2005_testseg2,primary_semantic,scale_conductance,6_silent_under_canonical,True,P03_rheobase;P04_step_2x;P05_long_step;P06_ramp,P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-c9ac5a125c,traub2005_testseg2,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P00_canonical:first_isi;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage,baseline_voltage;first_isi;maximum_voltage;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_conductance-497367c6cf,traub2005_testseg2,primary_semantic,scale_conductance,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P07_hyperpolarizing_step;P09_short_pulse,P00_canonical:baseline_voltage;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:ap_half_width;P04_step_2x:burst_count;P04_step_2x:firing_regime;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:ap_half_width;P05_long_step:burst_count;P05_long_step:firing_regime;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage;P07_hyperpolarizing_step:minimum_voltage;P07_hyperpolarizing_step:voltage_deflection;P08_rebound:maximum_voltage;P09_short_pulse:ap_half_width,ap_half_width;baseline_voltage;burst_count;firing_regime;first_isi;maximum_voltage;mean_frequency;minimum_voltage;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-430bfde1a2,traub2005_testseg2,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step,P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency,first_isi;mean_frequency,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-af768cb1cd,traub2005_testseg2,primary_semantic,shift_reversal,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-b83835eb79,traub2005_testseg2,primary_semantic,shift_reversal,5_non_equivalent,True,P00_canonical;P02_weak_step;P03_rheobase;P04_step_2x;P05_long_step;P06_ramp;P09_short_pulse,P00_canonical:baseline_voltage;P00_canonical:mean_frequency;P02_weak_step:baseline_voltage;P02_weak_step:voltage_deflection;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P05_long_step:mean_frequency;P06_ramp:mean_frequency;P07_hyperpolarizing_step:baseline_voltage,baseline_voltage;first_isi;mean_frequency;voltage_deflection,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-shift_reversal-58a6710e4d,traub2005_testseg2,primary_semantic,shift_reversal,4_equivalent_within_tested_domain,False,,,,False,False
neuron_model_behavioral_validation,Neuraxis,confirmatory_heldout,HELDOUT_PROTOCOL_V1,Confirmatory held-out evaluation; preregistered at AsPredicted before any held-out observation; never pooled with development data,m-scale_capacitance-6684c04454,traub2005_testseg2,primary_semantic,scale_capacitance,5_non_equivalent,True,P00_canonical;P04_step_2x;P05_long_step;P09_short_pulse,P00_canonical:first_isi;P00_canonical:mean_frequency;P04_step_2x:first_isi;P04_step_2x:mean_frequency;P05_long_step:first_isi;P06_ramp:firing_regime,firing_regime;first_isi;mean_frequency,False,False
